experiment	cell	model	metric	value
E18-L1L2R1	g3-text	gpt-oss	d_credited	0.0056
E18-L1L2R1	g3-text	gpt-oss	n	1727
E18-L1L2L3R1	g3-text	gpt-oss	strict	0.4247
E18-L1L2L3R1	g3-text	gpt-oss	credited	0.4257
E18-L1L2L3R1	g3-text	gpt-oss	d_strict	-0.0303
E18-L1L2L3R1	g3-text	gpt-oss	d_credited	-0.0306
E18-L1L2L3R1	g3-text	gpt-oss	n	804
E18-baseline	g5-groceries	gpt-oss	strict	0.4015
E18-baseline	g5-groceries	gpt-oss	credited	0.4543
E18-baseline	g5-groceries	gpt-oss	d_strict	0.0
E18-baseline	g5-groceries	gpt-oss	d_credited	0.0
E18-baseline	g5-groceries	gpt-oss	n	341
E18-L1	g5-groceries	gpt-oss	strict	0.4015
E18-L1	g5-groceries	gpt-oss	credited	0.4543
E18-L1	g5-groceries	gpt-oss	d_strict	0.0
E18-L1	g5-groceries	gpt-oss	d_credited	0.0
E18-L1	g5-groceries	gpt-oss	n	341
E18-L2	g5-groceries	gpt-oss	strict	0.3936
E18-L2	g5-groceries	gpt-oss	credited	0.4464
E18-L2	g5-groceries	gpt-oss	d_strict	-0.0079
E18-L2	g5-groceries	gpt-oss	d_credited	-0.0079
E18-L2	g5-groceries	gpt-oss	n	340
E18-L1L2	g5-groceries	gpt-oss	strict	0.3936
E18-L1L2	g5-groceries	gpt-oss	credited	0.4464
E18-L1L2	g5-groceries	gpt-oss	d_strict	-0.0079
E18-L1L2	g5-groceries	gpt-oss	d_credited	-0.0079
E18-L1L2	g5-groceries	gpt-oss	n	340
E18-L1L2R1	g5-groceries	gpt-oss	strict	0.4048
E18-L1L2R1	g5-groceries	gpt-oss	credited	0.4319
E18-L1L2R1	g5-groceries	gpt-oss	d_strict	0.0032
E18-L1L2R1	g5-groceries	gpt-oss	d_credited	-0.0224
E18-L1L2R1	g5-groceries	gpt-oss	n	281
E18-L1L2L3R1	g5-groceries	gpt-oss	strict	0.4045
E18-L1L2L3R1	g5-groceries	gpt-oss	credited	0.4458
E18-L1L2L3R1	g5-groceries	gpt-oss	d_strict	0.0029
E18-L1L2L3R1	g5-groceries	gpt-oss	d_credited	-0.0085
E18-L1L2L3R1	g5-groceries	gpt-oss	n	265
E18-baseline	g7-literature	gpt-oss	strict	0.5425
E18-baseline	g7-literature	gpt-oss	credited	0.5965
E18-baseline	g7-literature	gpt-oss	d_strict	0.0
E18-baseline	g7-literature	gpt-oss	d_credited	0.0
E18-baseline	g7-literature	gpt-oss	n	246
E18-L1	g7-literature	gpt-oss	strict	0.5425
E18-L1	g7-literature	gpt-oss	credited	0.5965
E18-L1	g7-literature	gpt-oss	d_strict	0.0
E18-L1	g7-literature	gpt-oss	d_credited	0.0
E18-L1	g7-literature	gpt-oss	n	246
E18-L2	g7-literature	gpt-oss	strict	0.5425
E18-L2	g7-literature	gpt-oss	credited	0.5965
E18-L2	g7-literature	gpt-oss	d_strict	0.0
E18-L2	g7-literature	gpt-oss	d_credited	0.0
E18-L2	g7-literature	gpt-oss	n	246
E18-L1L2	g7-literature	gpt-oss	strict	0.5425
E18-L1L2	g7-literature	gpt-oss	credited	0.5965
E18-L1L2	g7-literature	gpt-oss	d_strict	0.0
E18-L1L2	g7-literature	gpt-oss	d_credited	0.0
E18-L1L2	g7-literature	gpt-oss	n	246
E18-L1L2R1	g7-literature	gpt-oss	strict	0.5727
E18-L1L2R1	g7-literature	gpt-oss	credited	0.5838
E18-L1L2R1	g7-literature	gpt-oss	d_strict	0.0303
E18-L1L2R1	g7-literature	gpt-oss	d_credited	-0.0127
E18-L1L2R1	g7-literature	gpt-oss	n	195
E18-L1L2L3R1	g7-literature	gpt-oss	strict	0.5921
E18-L1L2L3R1	g7-literature	gpt-oss	credited	0.6136
E18-L1L2L3R1	g7-literature	gpt-oss	d_strict	0.0496
E18-L1L2L3R1	g7-literature	gpt-oss	d_credited	0.0171
E18-L1L2L3R1	g7-literature	gpt-oss	n	137
E18-baseline	mouse-human	gpt-oss	strict	0.353
E18-baseline	mouse-human	gpt-oss	credited	0.4082
E18-baseline	mouse-human	gpt-oss	d_strict	0.0
E18-baseline	mouse-human	gpt-oss	d_credited	0.0
E18-baseline	mouse-human	gpt-oss	n	10959
E18-L1	mouse-human	gpt-oss	strict	0.353
E18-L1	mouse-human	gpt-oss	credited	0.4082
E18-L1	mouse-human	gpt-oss	d_strict	0.0
E18-L1	mouse-human	gpt-oss	d_credited	0.0
E18-L1	mouse-human	gpt-oss	n	10958
E18-L2	mouse-human	gpt-oss	strict	0.3599
E18-L2	mouse-human	gpt-oss	credited	0.415
E18-L2	mouse-human	gpt-oss	d_strict	0.0068
E18-L2	mouse-human	gpt-oss	d_credited	0.0068
E18-L2	mouse-human	gpt-oss	n	10876
E18-L1L2	mouse-human	gpt-oss	strict	0.3599
E18-L1L2	mouse-human	gpt-oss	credited	0.4151
E18-L1L2	mouse-human	gpt-oss	d_strict	0.0068
E18-L1L2	mouse-human	gpt-oss	d_credited	0.0069
E18-L1L2	mouse-human	gpt-oss	n	10875
E18-L1L2R1	mouse-human	gpt-oss	strict	0.3786
E18-L1L2R1	mouse-human	gpt-oss	credited	0.3844
E18-L1L2R1	mouse-human	gpt-oss	d_strict	0.0255
E18-L1L2R1	mouse-human	gpt-oss	d_credited	-0.0238
E18-L1L2R1	mouse-human	gpt-oss	n	7580
E18-L1L2L3R1	mouse-human	gpt-oss	strict	0.3933
E18-L1L2L3R1	mouse-human	gpt-oss	credited	0.401
E18-L1L2L3R1	mouse-human	gpt-oss	d_strict	0.0403
E18-L1L2L3R1	mouse-human	gpt-oss	d_credited	-0.0072
E18-L1L2L3R1	mouse-human	gpt-oss	n	6076
E18-baseline	vdi-ebay	gpt-oss	strict	0.0431
E18-baseline	vdi-ebay	gpt-oss	credited	0.113
E18-baseline	vdi-ebay	gpt-oss	d_strict	0.0
E18-baseline	vdi-ebay	gpt-oss	d_credited	0.0
E18-baseline	vdi-ebay	gpt-oss	n	4467
E18-L1	vdi-ebay	gpt-oss	strict	0.0431
E18-L1	vdi-ebay	gpt-oss	credited	0.113
E18-L1	vdi-ebay	gpt-oss	d_strict	0.0
E18-L1	vdi-ebay	gpt-oss	d_credited	0.0
E18-L1	vdi-ebay	gpt-oss	n	4466
E18-L2	vdi-ebay	gpt-oss	strict	0.0456
E18-L2	vdi-ebay	gpt-oss	credited	0.1155
E18-L2	vdi-ebay	gpt-oss	d_strict	0.0025
E18-L2	vdi-ebay	gpt-oss	d_credited	0.0025
E18-L2	vdi-ebay	gpt-oss	n	4415
E18-L1L2	vdi-ebay	gpt-oss	strict	0.0456
E18-L1L2	vdi-ebay	gpt-oss	credited	0.1155
E18-L1L2	vdi-ebay	gpt-oss	d_strict	0.0025
E18-L1L2	vdi-ebay	gpt-oss	d_credited	0.0025
E18-L1L2	vdi-ebay	gpt-oss	n	4414
E18-L1L2R1	vdi-ebay	gpt-oss	strict	0.0545
E18-L1L2R1	vdi-ebay	gpt-oss	credited	0.0727
E18-L1L2R1	vdi-ebay	gpt-oss	d_strict	0.0115
E18-L1L2R1	vdi-ebay	gpt-oss	d_credited	-0.0403
E18-L1L2R1	vdi-ebay	gpt-oss	n	3196
E18-L1L2L3R1	vdi-ebay	gpt-oss	strict	0.0671
E18-L1L2L3R1	vdi-ebay	gpt-oss	credited	0.0925
E18-L1L2L3R1	vdi-ebay	gpt-oss	d_strict	0.024
E18-L1L2L3R1	vdi-ebay	gpt-oss	d_credited	-0.0205
E18-L1L2L3R1	vdi-ebay	gpt-oss	n	850
E18-rulefire	g1-web	gemma4	fired_L2	134
E18-rulefire	g1-web	gemma4	gold_removed_L2	24
E18-rulefire	g1-web	gemma4	fired_L3	1034
E18-rulefire	g1-web	gemma4	gold_removed_L3	7
E18-rulefire	g1-web	gemma4	fired_R1	1196
E18-rulefire	g1-web	gemma4	gold_removed_R1	1
E18-rulefire	g2-diseases	gemma4	fired_L1	15
E18-rulefire	g2-diseases	gemma4	gold_removed_L1	0
E18-rulefire	g2-diseases	gemma4	fired_L2	225
E18-rulefire	g2-diseases	gemma4	gold_removed_L2	12
E18-rulefire	g2-diseases	gemma4	fired_L3	7321
E18-rulefire	g2-diseases	gemma4	gold_removed_L3	14
E18-rulefire	g2-diseases	gemma4	fired_R1	1393
E18-rulefire	g2-diseases	gemma4	gold_removed_R1	1
E18-rulefire	g3-text	gemma4	fired_L2	90
E18-rulefire	g3-text	gemma4	gold_removed_L2	10
E18-rulefire	g3-text	gemma4	fired_L3	1337
E18-rulefire	g3-text	gemma4	gold_removed_L3	306
E18-rulefire	g3-text	gemma4	fired_R1	10
E18-rulefire	g3-text	gemma4	gold_removed_R1	1
E18-rulefire	g5-groceries	gemma4	fired_L2	12
E18-rulefire	g5-groceries	gemma4	gold_removed_L2	3
E18-rulefire	g5-groceries	gemma4	fired_L3	66
E18-rulefire	g5-groceries	gemma4	gold_removed_L3	6
E18-rulefire	g5-groceries	gemma4	fired_R1	57
E18-rulefire	g5-groceries	gemma4	gold_removed_R1	6
E18-rulefire	g7-literature	gemma4	fired_L2	3
E18-rulefire	g7-literature	gemma4	gold_removed_L2	0
E18-rulefire	g7-literature	gemma4	fired_L3	115
E18-rulefire	g7-literature	gemma4	gold_removed_L3	2
E18-rulefire	g7-literature	gemma4	fired_R1	26
E18-rulefire	g7-literature	gemma4	gold_removed_R1	2
E18-rulefire	mouse-human	gemma4	fired_L1	1
E18-rulefire	mouse-human	gemma4	gold_removed_L1	0
E18-rulefire	mouse-human	gemma4	fired_L2	583
E18-rulefire	mouse-human	gemma4	gold_removed_L2	82
E18-rulefire	mouse-human	gemma4	fired_L3	3853
E18-rulefire	mouse-human	gemma4	gold_removed_L3	103
E18-rulefire	mouse-human	gemma4	fired_R1	4110
E18-rulefire	mouse-human	gemma4	gold_removed_R1	106
E18-rulefire	vdi-ebay	gemma4	fired_L1	1
E18-rulefire	vdi-ebay	gemma4	gold_removed_L1	0
E18-rulefire	vdi-ebay	gemma4	fired_L2	116
E18-rulefire	vdi-ebay	gemma4	gold_removed_L2	2
E18-rulefire	vdi-ebay	gemma4	fired_L3	4937
E18-rulefire	vdi-ebay	gemma4	gold_removed_L3	231
E18-rulefire	vdi-ebay	gemma4	fired_R1	419
E18-rulefire	vdi-ebay	gemma4	gold_removed_R1	0
E18-rulefire	g1-web	gpt-oss	fired_L2	2
E18-rulefire	g1-web	gpt-oss	gold_removed_L2	2
E18-rulefire	g1-web	gpt-oss	fired_L3	554
E18-rulefire	g1-web	gpt-oss	gold_removed_L3	4
E18-rulefire	g1-web	gpt-oss	fired_R1	706
E18-rulefire	g1-web	gpt-oss	gold_removed_R1	0
E18-rulefire	g2-diseases	gpt-oss	fired_L1	17
E18-rulefire	g2-diseases	gpt-oss	gold_removed_L1	0
E18-rulefire	g2-diseases	gpt-oss	fired_L2	29
E18-rulefire	g2-diseases	gpt-oss	gold_removed_L2	6
E18-rulefire	g2-diseases	gpt-oss	fired_L3	4298
E18-rulefire	g2-diseases	gpt-oss	gold_removed_L3	11
E18-rulefire	g2-diseases	gpt-oss	fired_R1	1186
E18-rulefire	g2-diseases	gpt-oss	gold_removed_R1	2
E18-rulefire	g3-text	gpt-oss	fired_L2	19
E18-rulefire	g3-text	gpt-oss	gold_removed_L2	4
E18-rulefire	g3-text	gpt-oss	fired_L3	932
E18-rulefire	g3-text	gpt-oss	gold_removed_L3	257
E18-rulefire	g3-text	gpt-oss	fired_R1	5
E18-rulefire	g3-text	gpt-oss	gold_removed_R1	0
E18-rulefire	g5-groceries	gpt-oss	fired_L2	1
E18-rulefire	g5-groceries	gpt-oss	gold_removed_L2	1
E18-rulefire	g5-groceries	gpt-oss	fired_L3	19
E18-rulefire	g5-groceries	gpt-oss	gold_removed_L3	2
E18-rulefire	g5-groceries	gpt-oss	fired_R1	56
E18-rulefire	g5-groceries	gpt-oss	gold_removed_R1	4
E18-rulefire	g7-literature	gpt-oss	fired_L3	76
E18-rulefire	g7-literature	gpt-oss	gold_removed_L3	4
E18-rulefire	g7-literature	gpt-oss	fired_R1	33
E18-rulefire	g7-literature	gpt-oss	gold_removed_R1	1
E18-rulefire	mouse-human	gpt-oss	fired_L1	1
E18-rulefire	mouse-human	gpt-oss	gold_removed_L1	0
E18-rulefire	mouse-human	gpt-oss	fired_L2	83
E18-rulefire	mouse-human	gpt-oss	gold_removed_L2	17
E18-rulefire	mouse-human	gpt-oss	fired_L3	2008
E18-rulefire	mouse-human	gpt-oss	gold_removed_L3	72
E18-rulefire	mouse-human	gpt-oss	fired_R1	2791
E18-rulefire	mouse-human	gpt-oss	gold_removed_R1	91
E18-rulefire	vdi-ebay	gpt-oss	fired_L1	1
E18-rulefire	vdi-ebay	gpt-oss	gold_removed_L1	0
E18-rulefire	vdi-ebay	gpt-oss	fired_L2	52
E18-rulefire	vdi-ebay	gpt-oss	gold_removed_L2	1
E18-rulefire	vdi-ebay	gpt-oss	fired_L3	3121
E18-rulefire	vdi-ebay	gpt-oss	gold_removed_L3	97
E18-rulefire	vdi-ebay	gpt-oss	fired_R1	443
E18-rulefire	vdi-ebay	gpt-oss	gold_removed_R1	0
E18-rulefire	g1-web	llama	fired_L2	71
E18-rulefire	g1-web	llama	gold_removed_L2	16
E18-rulefire	g1-web	llama	fired_L3	860
E18-rulefire	g1-web	llama	gold_removed_L3	4
E18-rulefire	g1-web	llama	fired_R1	343
E18-rulefire	g1-web	llama	gold_removed_R1	0
E18-rulefire	g2-diseases	llama	fired_L1	11
E18-rulefire	g2-diseases	llama	gold_removed_L1	0
E18-rulefire	g2-diseases	llama	fired_L2	448
E18-rulefire	g2-diseases	llama	gold_removed_L2	34
E18-rulefire	g2-diseases	llama	fired_L3	4414
E18-rulefire	g2-diseases	llama	gold_removed_L3	7
E18-rulefire	g2-diseases	llama	fired_R1	853
E18-rulefire	g2-diseases	llama	gold_removed_R1	2
E18-rulefire	g3-text	llama	fired_L2	100
E18-rulefire	g3-text	llama	gold_removed_L2	14
E18-rulefire	g3-text	llama	fired_L3	2055
E18-rulefire	g3-text	llama	gold_removed_L3	327
E18-rulefire	g3-text	llama	fired_R1	6
E18-rulefire	g3-text	llama	gold_removed_R1	0
E18-rulefire	g5-groceries	llama	fired_L1	1
E18-rulefire	g5-groceries	llama	gold_removed_L1	0
E18-rulefire	g5-groceries	llama	fired_L2	2
E18-rulefire	g5-groceries	llama	gold_removed_L2	2
E18-rulefire	g5-groceries	llama	fired_L3	191
E18-rulefire	g5-groceries	llama	gold_removed_L3	4
E18-rulefire	g5-groceries	llama	fired_R1	36
E18-rulefire	g5-groceries	llama	gold_removed_R1	1
E18-rulefire	g7-literature	llama	fired_L2	1
E18-rulefire	g7-literature	llama	gold_removed_L2	0
E18-rulefire	g7-literature	llama	fired_L3	261
E18-rulefire	g7-literature	llama	gold_removed_L3	8
E18-rulefire	g7-literature	llama	fired_R1	18
E18-rulefire	g7-literature	llama	gold_removed_R1	0
E18-rulefire	mouse-human	llama	fired_L1	2
E18-rulefire	mouse-human	llama	gold_removed_L1	0
E18-rulefire	mouse-human	llama	fired_L2	914
E18-rulefire	mouse-human	llama	gold_removed_L2	153
E18-rulefire	mouse-human	llama	fired_L3	4385
E18-rulefire	mouse-human	llama	gold_removed_L3	104
E18-rulefire	mouse-human	llama	fired_R1	1993
E18-rulefire	mouse-human	llama	gold_removed_R1	82
E18-rulefire	vdi-ebay	llama	fired_L2	305
E18-rulefire	vdi-ebay	llama	gold_removed_L2	4
E18-rulefire	vdi-ebay	llama	fired_L3	4501
E18-rulefire	vdi-ebay	llama	gold_removed_L3	203
E18-rulefire	vdi-ebay	llama	fired_R1	319
E18-rulefire	vdi-ebay	llama	gold_removed_R1	0
E18-rulefire	g1-web	mistral	fired_L1	59
E18-rulefire	g1-web	mistral	gold_removed_L1	0
E18-rulefire	g1-web	mistral	fired_L2	12
E18-rulefire	g1-web	mistral	gold_removed_L2	4
E18-rulefire	g1-web	mistral	fired_L3	4505
E18-rulefire	g1-web	mistral	gold_removed_L3	8
E18-rulefire	g1-web	mistral	fired_R1	1102
E18-rulefire	g1-web	mistral	gold_removed_R1	6
E18-rulefire	g2-diseases	mistral	fired_L1	38
E18-rulefire	g2-diseases	mistral	gold_removed_L1	0
E18-rulefire	g2-diseases	mistral	fired_L2	907
E18-rulefire	g2-diseases	mistral	gold_removed_L2	5
E18-rulefire	g2-diseases	mistral	fired_L3	17007
E18-rulefire	g2-diseases	mistral	gold_removed_L3	19
E18-rulefire	g2-diseases	mistral	fired_R1	1260
E18-rulefire	g2-diseases	mistral	gold_removed_R1	0
E18-rulefire	g3-text	mistral	fired_L2	116
E18-rulefire	g3-text	mistral	gold_removed_L2	10
E18-rulefire	g3-text	mistral	fired_L3	2715
E18-rulefire	g3-text	mistral	gold_removed_L3	318
E18-rulefire	g3-text	mistral	fired_R1	10
E18-rulefire	g3-text	mistral	gold_removed_R1	0
E18-rulefire	g5-groceries	mistral	fired_L1	1
E18-rulefire	g5-groceries	mistral	gold_removed_L1	0
E18-rulefire	g5-groceries	mistral	fired_L2	2
E18-rulefire	g5-groceries	mistral	gold_removed_L2	1
E18-rulefire	g5-groceries	mistral	fired_L3	505
E18-rulefire	g5-groceries	mistral	gold_removed_L3	5
E18-rulefire	g5-groceries	mistral	fired_R1	42
E18-rulefire	g5-groceries	mistral	gold_removed_R1	4
E18-rulefire	g7-literature	mistral	fired_L3	427
E18-rulefire	g7-literature	mistral	gold_removed_L3	6
E18-rulefire	g7-literature	mistral	fired_R1	23
E18-rulefire	g7-literature	mistral	gold_removed_R1	0
E18-rulefire	mouse-human	mistral	fired_L1	73
E18-rulefire	mouse-human	mistral	gold_removed_L1	3
E18-rulefire	mouse-human	mistral	fired_L2	906
E18-rulefire	mouse-human	mistral	gold_removed_L2	161
E18-rulefire	mouse-human	mistral	fired_L3	13512
E18-rulefire	mouse-human	mistral	gold_removed_L3	163
E18-rulefire	mouse-human	mistral	fired_R1	2758
E18-rulefire	mouse-human	mistral	gold_removed_R1	115
E18-rulefire	vdi-ebay	mistral	fired_L1	1
E18-rulefire	vdi-ebay	mistral	gold_removed_L1	0
E18-rulefire	vdi-ebay	mistral	fired_L2	132
E18-rulefire	vdi-ebay	mistral	gold_removed_L2	2
E18-rulefire	vdi-ebay	mistral	fired_L3	7329
E18-rulefire	vdi-ebay	mistral	gold_removed_L3	237
E18-rulefire	vdi-ebay	mistral	fired_R1	552
E18-rulefire	vdi-ebay	mistral	gold_removed_R1	0
